id,question,route_type,gold_manual,product_or_policy,intent_type,image_need,teacher_image_ids,image_prefixes,inference_source,confidence,retrieval_strategy,image_strategy,teacher_answer
262,"""How to flush the cooling system of the boat?""",manual_qa,Manual09,船 / Boat,cleaning,yes_teacher,"Manual09_257, Manual09_258",Manual09,teacher_image_manual,high,锁定 Manual09；检索 cleaning 章节；图片只从证据 chunk 附近选择,以 teacher_image_ids 作为A榜弱标签；B榜只允许同 manual、同章节附近图片,"""Flushing the cooling system Cooling system flushing is essential to prevent the cooling system from clogging up with salt, sand, or dirt. (1) Connect the garden hose adapter to a garden hose. <PIC> 1 Garden hose adapter 2 Garden hose (2) Loosen the flush hose connector cap and remove it. Insert the garden hose adapter into the flush hose connector by pushing and twisting it until it is securely connected. <PIC> 1 Flush hose connector 2 Flush hose connector cap 3 Garden hose adapter (3) Connect the garden hose to a water tap. (4) Make sure that the area around the boat is clear, and then start the engine. Immediately after the engine starts, fully turn the water supply on so that water flows out continually from the jet thrust nozzle and cooling water pilot outlet. NOTICE: Never turn on the water before starting the engine. The water could flow back through the muffler into the crankcase causing severe engine damage. Be sure to turn on the water immediately after starting the engine to prevent engine overheating. (5) Run the engine at a fast idle for 3 to 5 minutes. If the engine stops while flushing, turn the water supply off immediately and perform the procedure again from step 4. (6) Turn off the water supply, and then drain residual water from the exhaust system by alternately pushing the remote control lever up to half throttle and back to idle for 10 to 15 seconds. (7) Stop the engine. NOTICE: Never have the water on when the engine is not running. The water could flow back through the muffler into the crankcase causing severe engine damage. Do not run the engine for more than 15 seconds after the water supply has been turned off to avoid engine overheating. (8) Remove the garden hose adapter.(9) Install and tighten the cap securely."", [""Manual09_257"", ""Manual09_258""]"
263,"""How to replace the fuse of the boat?""",manual_qa,Manual09,船 / Boat,safety,yes_teacher,"Manual09_281, Manual09_282, Manual09_283, Manual09_284",Manual09,teacher_image_manual,high,锁定 Manual09；检索 safety 章节；图片只从证据 chunk 附近选择,以 teacher_image_ids 作为A榜弱标签；B榜只允许同 manual、同章节附近图片,"""WARNING Do not use fuses of a higher amperage than recommended. Substitution with a fuse that has an improper rating can cause extensive electrical system damage and possible fire. If a fuse is blown, replace it with the proper fuse. To replace a fuse:(1) Open the engine hood. (See page 56.)(2) Unfasten the band. <PIC> 1 Band (3) Remove the fuse box from the air filter case by pulling the fuse box toward the bow. (4) While pushing both sides of the fuse box cover inward, pull the cover toward the bow and remove it. <PIC> 1 Fuse box cover <PIC> 1 Electronic throttle valve fuse 2 Fuel pump fuse 3 Main relay drive fuse 4 Main fuse 5 Fuse puller 6 Battery fuse 7 Spare fuse 8 Unused fuse (5) When replacing the accessory fuse and bilge pump fuse, remove the fuse holder. (Open the battery compartment to access the accessory fuse and bilge pump fuse. [See page 66.]) <PIC> 1 Fuse holder 2 Accessary fuse 3 Bilge pump fuse (6) Replace the blown fuse with the spare fuse of the correct amperage by using the fuse puller. Towing the boat Fuse amperage: Electronic throttle valve fuse: 10 A Fuel pump fuse: 10 A Main relay drive fuse: 10 A Main fuse: 20 A Battery fuse: 30 A Accessory fuse: 20 A Bilge pump fuse: 3 A (7) Install the fuse box cover.(8) If the accessory fuse or bilge pump fuse was replaced, install the fuse holder.(9) Install the fuse box to the air filter case.(10) Fasten the band.(11) Close the engine hood."", [""Manual09_281"", ""Manual09_282"", ""Manual09_283"", ""Manual09_284""]"
264,"""How to check the engine oil level of the boat?""",manual_qa,Manual09,船 / Boat,cleaning,yes_teacher,"Manual09_196, Manual09_197",Manual09,teacher_image_manual,high,锁定 Manual09；检索 cleaning 章节；图片只从证据 chunk 附近选择,以 teacher_image_ids 作为A榜弱标签；B榜只允许同 manual、同章节附近图片,"""To check the boat engine oil level while preparing for continued operation, keep the boat precisely level. If checking on land, the engines must be running while water is supplied to the cooling water passages; if checking on water, moor the boat so it will not drift away. With the engine stopped first, place or launch the boat level, look in all directions and start the engine, run at idle for 6 minutes or more, then stop the engine. Open the engine hood, remove the oil tank filler cap/dipstick, wipe it clean, screw it fully back in, remove it again, and confirm the oil is between the minimum and maximum marks. Add oil slowly if below minimum; consult a dealer if significantly above maximum. Repeat for the other engine and close the hood. <PIC> <PIC>"", [""Manual09_196"", ""Manual09_197""]"
265,"""How to use the energy saving mode of a coffee machine?""",manual_qa,Manual07,咖啡机 / Coffee Machine,setting_configuration,yes_teacher,"Manual07_4, Manual07_5",Manual07,teacher_image_manual,high,锁定 Manual07；检索 setting_configuration 章节；图片只从证据 chunk 附近选择,以 teacher_image_ids 作为A榜弱标签；B榜只允许同 manual、同章节附近图片,"""To use the coffee machine energy-saving mode, you do not need to set anything first: the machine automatically enters power-off mode after 9 minutes of inactivity. To turn it back on, press either the Espresso or Lungo button. If you want to turn it off before the automatic power-off time, press the Espresso and Lungo buttons at the same time. <PIC> <PIC>"", [""Manual07_4"", ""Manual07_5""]"
266,"""How to change the default setting of the energy saving mode?""",manual_qa,Manual07,咖啡机 / Coffee Machine,setting_configuration,yes_teacher,"Manual07_6, Manual07_7, Manual07_8, Manual07_9",Manual07,teacher_image_manual,high,锁定 Manual07；检索 setting_configuration 章节；图片只从证据 chunk 附近选择,以 teacher_image_ids 作为A榜弱标签；B榜只允许同 manual、同章节附近图片,"""To change the default energy-saving setting, first make sure the machine is turned off. Press and hold the Espresso button for 3 seconds; the Espresso button blinks to show the current setting. Press the Espresso button once to select power-off after 9 minutes, press it again for power-off after 30 minutes, and press it once more to deactivate automatic power-off. To exit and save, press the Lungo button for 3 seconds. <PIC> <PIC> <PIC> <PIC>"", [""Manual07_6"", ""Manual07_7"", ""Manual07_8"", ""Manual07_9""]"
267,"""How to program the water valume of a coffee machine?""",manual_qa,Manual07,咖啡机 / Coffee Machine,installation,yes_teacher,"Manual07_24, Manual07_25, Manual07_26, Manual07_27",Manual07,teacher_image_manual,high,锁定 Manual07；检索 installation 章节；图片只从证据 chunk 附近选择,以 teacher_image_ids 作为A榜弱标签；B榜只允许同 manual、同章节附近图片,"""PROGRAMMING THE WATER VOLUME1.Turn the machine on and wait for it to be in ready mode (steady lights).<PIC> 2.fill the water tank with potable water and insert a capsule.<PIC> 3.Place a cup under the cofee outlet. <PIC> 4.Press and hold the Espresso or Lungo button. <PIC> 5.Release button once the desired volume is served. 6.Water volume level is now stored."", [""Manual07_24"", ""Manual07_25"", ""Manual07_26"", ""Manual07_27""]"
268,"""How should I do if I want to empty the system before not in use, for frost protection or before maintenance?""",manual_qa,Manual07,咖啡机 / Coffee Machine,indicator_light,yes_teacher,"Manual07_28, Manual07_29, Manual07_30, Manual07_31, Manual07_32",Manual07,teacher_image_manual,high,锁定 Manual07；检索 indicator_light 章节；图片只从证据 chunk 附近选择,以 teacher_image_ids 作为A榜弱标签；B榜只允许同 manual、同章节附近图片,"""EMPTYING THE SYSTEM BEFORE A PERIOD OF NON-USE AND FOR FROST PROTECTION, OR BEFORE A REPAIR NOTE: your machine will be blocked for 10 minutes after emptying mode. 1.To enter the emptying mode, press both the Espresso and Lungo button to turn the machine of. <PIC> 2.Remove the water tank and open the lever.<PIC> 3.Press both the Espresso and Lungo button for 3 seconds.<PIC> Both LEDs blink alternatively.<PIC> 4.Close the lever. <PIC> 5.Machine switches off automatically.6.Empty and clean the used capsule container and drip tray."", [""Manual07_28"", ""Manual07_29"", ""Manual07_30"", ""Manual07_31"", ""Manual07_32""]"
269,"""How should I do if I want to reset to factory settings of the coffee machine?""",manual_qa,Manual07,咖啡机 / Coffee Machine,indicator_light,yes_teacher,"Manual07_33, Manual07_34, Manual07_35",Manual07,teacher_image_manual,high,锁定 Manual07；检索 indicator_light 章节；图片只从证据 chunk 附近选择,以 teacher_image_ids 作为A榜弱标签；B榜只允许同 manual、同章节附近图片,"""RESET TO FACTORY SETTINGS 1.With machine being turned of, press and hold down the Lungo button for 5 seconds. <PIC> 2.LeDS will blink fast 3 times to confrm machine has been reset to factory settings.<PIC> 3.LEDs will then continue to blink normally, as heating up, until ready. Steady lights: machine ready<PIC>"", [""Manual07_33"", ""Manual07_34"", ""Manual07_35""]"
270,"""How should I clean my coffee maker after I use it so that it can last longer?""",manual_qa,Manual07,咖啡机 / Coffee Machine,cleaning,yes_teacher,"Manual07_47, Manual07_48",Manual07,teacher_image_manual,high,锁定 Manual07；检索 cleaning 章节；图片只从证据 chunk 附近选择,以 teacher_image_ids 作为A榜弱标签；B榜只允许同 manual、同章节附近图片,"""Risk of fatal elec trical shock and fire. Never immerse the appliance or part of it in water. Make sure to unplug the machine before cleaning. Do not use any strong cleaning agent or solvent cleaner. Do not use sharp objects, brushes or sharp abrasives. Do not place in a dishwasher. Clean the cofee outlet regularly with a soft damp cloth. <PIC> Maintenance unit can be removed in separate pieces for easy cleaning.<PIC>"", [""Manual07_47"", ""Manual07_48""]"
271,"""How to open the swim platform of the boat\uff1f""",manual_qa,Manual09,船 / Boat,storage,yes_teacher,"Manual09_168, Manual09_169, Manual09_170",Manual09,teacher_image_manual,high,锁定 Manual09；检索 storage 章节；图片只从证据 chunk 附近选择,以 teacher_image_ids 作为A榜弱标签；B榜只允许同 manual、同章节附近图片,"""The swim platform itself is the rear standing/sitting area for boarding, skiing, or wakeboarding, and you should stay away from it while the engines are running because exhaust gases can collect there. To use the ladder stored under the swim platform, lift the end of the ladder to release it from the hooks, pull it out completely, and lower it. To stow it again, raise the ladder until it is horizontal, push it forward completely, and press the end back onto the hooks. <PIC> <PIC> <PIC>, [""Manual09_168"", ""Manual09_169"", ""Manual09_170""]"""
272,"""How to open the livewell and add water on the boat?""",manual_qa,Manual09,船 / Boat,startup_shutdown,yes_teacher,"Manual09_153, Manual09_154, Manual09_155",Manual09,teacher_image_manual,high,锁定 Manual09；检索 startup_shutdown 章节；图片只从证据 chunk 附近选择,以 teacher_image_ids 作为A榜弱标签；B榜只允许同 manual、同章节附近图片,"""Livewell The livewell for holding live bait and fish is located on the starboard side of the boat at the stern. To open the livewell: Pull the latch to open the livewell lid. <PIC> 1 Livewell lid 2 Latch <PIC> 1 Livewell To supply water to the livewell: (1) Push the livewell switch to turn on the livewell pump and supply water. (2) When there is sufficient water in the livewell, push the livewell switch to turn off the livewell pump. (3) If necessary, push the aerator switch to aerate and circulate the water in the livewell. (See page 52.) <PIC> 1 Aerator switch 2 Livewell switch"", [""Manual09_153"", ""Manual09_154"", ""Manual09_155""]"
273,"""What is the maintenance setting screen of the boat controller?""",manual_qa,Manual09,船 / Boat,maintenance,yes_teacher,"Manual09_78, Manual09_79, Manual09_80",Manual09,teacher_image_manual,high,锁定 Manual09；检索 maintenance 章节；图片只从证据 chunk 附近选择,以 teacher_image_ids 作为A榜弱标签；B榜只允许同 manual、同章节附近图片,"""The maintenance setting screen shows the number of hours the engines have been running since the last maintenance. After maintenance is performed, reset the operating-hour counter by tapping the “Reset” button; when the confirmation message appears, tap “YES” to reset the hours. If you want to return without resetting, tap “NO.” <PIC> <PIC> <PIC>, [""Manual09_78"", ""Manual09_79"", ""Manual09_80""]"""
274,"""In the boat's steering position, what does the factory reset screen show?""",manual_qa,Manual09,船 / Boat,setting_configuration,yes_teacher,"Manual09_87, Manual09_88, Manual09_89",Manual09,teacher_image_manual,high,锁定 Manual09；检索 setting_configuration 章节；图片只从证据 chunk 附近选择,以 teacher_image_ids 作为A榜弱标签；B榜只允许同 manual、同章节附近图片,"""Factory reset screen This screen can be used to reset the settings to their factory default settings. <PIC> To reset the settings: (1) Tap the \u201cReset\u201d button. <PIC> 1 \u201cReset\u201d button (2) When the confirmation message appears, tap the \u201cYES\u201d button to reset the settings. TIP: To return to the factory reset screen without resetting the settings, tap the \u201cNO\u201d button. <PIC> 1 \u201cYES\u201d button"", [""Manual09_87"", ""Manual09_88"", ""Manual09_89""]"
275,"""What is the trip screen shown?""",manual_qa,Manual09,船 / Boat,setting_configuration,yes_teacher,"Manual09_69, Manual09_70",Manual09,teacher_image_manual,high,锁定 Manual09；检索 setting_configuration 章节；图片只从证据 chunk 附近选择,以 teacher_image_ids 作为A榜弱标签；B榜只允许同 manual、同章节附近图片,"""Trip screen This screen displays the hours of engine operation, fuel consumption, and other information. 1 Menu 2 Scrollbar 3 \u201cReset\u201d button <PIC> The menu displays 4 items at one time. Scroll through the menu items using the scrollbar. <PIC> \\* This item cannot be reset. To reset an item on the trip screen: Touch and hold the item that you want to reset for several seconds. To reset all of the display items: Tap the \u201cReset\u201d button to reset all of the items."", [""Manual09_69"", ""Manual09_70""]"
276,"""When I am ready to sail, if everything is ready, how do I make the boat move forward?""",manual_qa,Manual09,船 / Boat,indicator_light,yes_teacher,"Manual09_22, Manual09_23",Manual09,teacher_image_manual,high,锁定 Manual09；检索 indicator_light 章节；图片只从证据 chunk 附近选择,以 teacher_image_ids 作为A榜弱标签；B榜只允许同 manual、同章节附近图片,"""To make the boat move forward after the engines are started and the area is clear, move the remote control levers from neutral into the forward position. In forward, the shift gates are lifted all the way up and the jet thrust is directed to the rear, which moves the boat forward. Apply throttle gradually and keep watch for people or obstacles; the boat is jet-propelled, so steering response depends on jet thrust and will be weak if the levers are pulled back to idle. <PIC> <PIC>, [""Manual09_22"", ""Manual09_23""]"""
277,"""How do I check the boat's steering system when I'm driving it?""",manual_qa,Manual09,船 / Boat,safety,yes_teacher,"Manual09_206, Manual09_207, Manual09_208, Manual09_209, Manual09_210",Manual09,teacher_image_manual,high,锁定 Manual09；检索 safety 章节；图片只从证据 chunk 附近选择,以 teacher_image_ids 作为A榜弱标签；B榜只允许同 manual、同章节附近图片,"""Steering system checks Make sure the steering wheel is not loose. There should not be any free play, either inand-out or in rotation. Turn the steering wheel fully to the right and left to make sure operation is smooth and unrestricted throughout the whole range. <PIC> Make sure both the jet thrust nozzles change directions as the steering wheel is turned. The jet thrust nozzles should point to starboard (right) when the wheel is turned to the right. The jet thrust nozzles should point to port (left) when the wheel is turned to the left. There should not be free play between the steering wheel and the jet thrust nozzles. In addition, check that the direction of the articulating keel changes according to the movement of the jet thrust nozzles. <PIC> 1 Jet thrust nozzle 2 Articulating keel Remote control lever checks WARNING Do not touch the shift gates while the remote control levers are being operated, otherwise, you could be pinched. Operate the remote control levers several times to make sure that operation is smooth throughout the whole range. <PIC> 1 Neutral position 2 TDE position 3 Forward position 4 Reverse position 5 Shift 6 Fully closed 7 Throttle 8 Fully open Check that the shift gates are slightly above the shift gate neutral position when the remote control levers are in the forward position, and that the shift gates are in the fully open position when the remote control levers are moved farther forward. <PIC> Fully open position Check that the shift gates are in the fully closed position when the remote control levers are in the reverse position. Fully closed position <PIC> 1 Shift gate"", [""Manual09_206"", ""Manual09_207"", ""Manual09_208"", ""Manual09_209"", ""Manual09_210""]"
278,"""How should fire extinguishers be stored on board and where should they be placed?""",manual_qa,Manual09,船 / Boat,indicator_light,optional_check_evidence,,,product_keyword,medium,锁定 Manual09；优先检索 indicator_light 章节；不强制配图,如果证据 chunk 附近有直接示意图可带，否则不带,"""Fire extinguisher check As an inboard boat less than 26 feet in length, your boat must be fitted with one 5-B (B-1) type fire extinguisher when navigating waters controlled by the U.S. Coast Guard. In addition, most state and local boating laws require that the craft carry a USCG-approved fire extinguisher whenever the boat is operated. Make sure at least one fire extinguisher is aboard and full; two fire extinguishers are recommended. See the instructions supplied by the extinguisher manufacturer to determine the indication of the condition. A fire extinguisher is not standard equipment with this boat. If you do not have a fire extinguisher, contact your local Boat Dealer or fire extinguisher dealer for one meeting the proper specifications."""
279,"""How to care the throttle-cable of the boat?""",manual_qa,Manual09,船 / Boat,maintenance,yes_teacher,"Manual09_263, Manual09_264",Manual09,teacher_image_manual,high,锁定 Manual09；检索 maintenance 章节；图片只从证据 chunk 附近选择,以 teacher_image_ids 作为A榜弱标签；B榜只允许同 manual、同章节附近图片,"""Throttle cable Grease the throttle-cable inner wires at the pulley wheel of the APS. <PIC> Steering cable ball joints and inner wire Grease the steering cable and shift cable ball joints at the jet thrust nozzles. Extend the steering cable and shift cable inner wires and apply a thin coat of grease to them. <PIC>"", [""Manual09_263"", ""Manual09_264""]"
280,"""How do I charge the camera battery when I'm not using it?""",manual_qa,Manual10,相机 / Camera,safety,yes_teacher,"Manual10_12, Manual10_13, Manual10_14, Manual10_15",Manual10,teacher_image_manual,high,锁定 Manual10；检索 safety 章节；图片只从证据 chunk 附近选择,以 teacher_image_ids 作为A榜弱标签；B榜只允许同 manual、同章节附近图片,"""For CG-580 Flip out the prongs and recharge the battery. As shown by the arrow, flip out the battery charger's prongs. \u00b0 Insert the prongs into a power outlet. CG-580 <PIC> For CB-5L CB-5LConnect the power cord and recharge the battery. \u00b7Connect the power cord to the charger and insert the plug into the poweroutlet. Recharging starts automatically and the red lamp starts blinking. The recharging time for a completely exhausted battery is as follows: BP-511A and BP-514: Approx. 100 min. BP-511 and BP-512: Approx.90 min. <PIC> \u00b7The numbers and markings on the battery charger correspond to the tableon theleft. <PIC> \u00b7Do not recharge any battery pack other than Battery Pack BP-511A, BP514, BP-511, or BP-512. \u00b7 If the battery is left in the camera for a prolonged period without the camera being used, a low electrical current may be discharged excessively and the battery's service life may be affected.When not using the camera,remove the battery and attach the protective cover to prevent shorting. Before using the camera again, be sure to recharge the battery. \u00b7 After the red lamp lights, continue to recharge the battery for an hour to attain a full charge. \u00b7By referring to the marking, you can attach the protective cover to the battery to indicate whether the battery has been recharged or not. <PIC> \u00b7After recharging the battery, detach it and unplug the power cord from thepoweroutlet. \u00b7The time required to recharge the battery depends on the ambient temperature and battery'srechargelevel. \u00b7The battery pack can operate in temperatures from $_{0^{\\circ}\\complement}$ to $40^{\\circ}\\mathrm{C}$ $32^{\\circ}\\mathsf{F}$ to $104^{\\circ}\\mathsf{F})$ . However, for full operating performance, using it between $10^{\\circ}\\mathrm{C}$ $(50^{\\circ}\\mathsf{F})$ and $30^{\\circ}\\mathrm{C}$ $(86^{\\circ}\\mathsf{F})$ is recommended. In cold locations such as ski areas, battery performance temporarily decreases and the operating time may be shorter. \u25cf If operating time is sharply reduced even after normal recharging, the battery pack may have reached its service life. Replace it with a new battery."", [""Manual10_12"", ""Manual10_13"", ""Manual10_14"", ""Manual10_15""]"
281,"""How to install the camera battery when another one is power off?""",manual_qa,Manual10,相机 / Camera,charging_power,yes_teacher,"Manual10_16, Camera_09, Camera_10, Camera_12, Camera_13","Manual10, Camera",teacher_image_manual,high,锁定 Manual10；检索 charging_power 章节；图片只从证据 chunk 附近选择,以 teacher_image_ids 作为A榜弱标签；B榜只允许同 manual、同章节附近图片,"""Installing and Removing the Battery Installing the Battery Load a fully charged BP-511A battery pack into the camera. Open the battery compartment cover. \u00b7Slide the lever as shown by the arrow and open the cover. <PIC> Insert the battery. \u00b7Point the battery contacts downward. \u25cf Insert the battery until it locks into place. <PIC> Close the cover. \u25cf Press the cover untilit snaps shut. <PIC> BatteryPack514511, orP512canalobed Removing the Battery Open the battery compartment cover. \u00b7Slide the lever as shown by the arrow and open the cover. <PIC> Remove the battery. \u00b7Slide the battery lock lever as shown by the arrow and remove the battery. <PIC>"", [""Manual10_16"", ""Camera_09"", ""Camera_10"", ""Camera_12"", ""Camera_13""]"
282,"""How do I connect the camera using a household power socket?""",manual_qa,Manual10,相机 / Camera,indicator_light,yes_teacher,"Camera_14, Camera_15, Manual10_19, Manual10_20","Camera, Manual10",teacher_image_manual,high,锁定 Manual10；检索 indicator_light 章节；图片只从证据 chunk 附近选择,以 teacher_image_ids 作为A榜弱标签；B榜只允许同 manual、同章节附近图片,"""Using a Household Power Outlet With AC Adapter Kit ACK-E2 (optional), you can connect the camera to a household power outlet and not worry about the battery level. Connect the DC Coupler. \u25cf Connect the DC Coupler's plug to the AC adapter's socket. <PIC> Connect the power cord. \u00b7ConnectthepowercordtotheAC adapter. \u00b7 Insert the plug into a power outlet. \u00b7When you are finished, disconnect the plug from the power outlet. <PIC> Place the cord in the groove. \u00b7Carefully insert the cord into the groove without damaging it. <PIC> Insert the DC Coupler. Open the battery compartment cover and open the DC Coupler cord notch cover. \u25cfInsert the DC Coupler until the lock position and put the cord through the notch. \u00b7Close the cover. Do not connect or disconnect the power cord while the camera's switch is set to <PIC>"", [""Camera_14"", ""Camera_15"", ""Manual10_19"", ""Manual10_20""]"
283,"""How do you mount the lens of a camera when preparing for photography?""",manual_qa,Manual10,相机 / Camera,maintenance,yes_teacher,"Manual10_21, Manual10_22, Manual10_23, Manual10_24",Manual10,teacher_image_manual,high,锁定 Manual10；检索 maintenance 章节；图片只从证据 chunk 附近选择,以 teacher_image_ids 作为A榜弱标签；B榜只允许同 manual、同章节附近图片,"""Mounting and Detaching a Lens Mounting a Lens Remove the caps. \u00b7Remove the rear lens cap and the body cap by turning them as shown by the arrow. <PIC> Attach the lens. Align theEF-Slenswiththecamera's whiteEF-Slensmountindexandturn the lens as shown by the arrow until it clicks in place. When attaching a lens other than an EF-S lens,align the lens with the red EF lens index mark. EF-S Lens mount index EF lens mount index <PIC> On the lens, set the focus mode switch to<AF>. \u25cfIf it is set to , autofocus will not be possible. Remove the front lens cap. <PIC> Detaching the Lens While pressing the lens release button, turn the lens as shown by the arrow. \u25cfTurn the lens until it stops, then detach it. When ataching or detaching the lens, take care to prevent dust from entering the camera through the lens mount. <PIC>"", [""Manual10_21"", ""Manual10_22"", ""Manual10_23"", ""Manual10_24""]"
284,"""How do you install the card into a camera before photography?""",manual_qa,Manual10,相机 / Camera,troubleshooting,yes_teacher,"Manual10_25, Manual10_26, Manual10_27, Manual10_28, Camera_16, Camera_17","Manual10, Camera",teacher_image_manual,high,锁定 Manual10；检索 troubleshooting 章节；图片只从证据 chunk 附近选择,以 teacher_image_ids 作为A榜弱标签；B榜只允许同 manual、同章节附近图片,"""Installing and Removing the CF Card The captured image will be recorded onto the CF card (optional). Although the thickness is different, a Type I or Type Il CF card can be inserted intothecamera.Thecamera is alsocompatiblewithMicrodrive and CF cards with 2 GB or higher capacity. Installing the Card Open the cover. Slide the cover as shown by the arrow to open it. <PIC> Insert the CF card. Using CF cards is recommended. If the CF card isinserted in the wrong way, it may damage the camera. As shown by the arrow, face the label side toward you and insertthe end with the small holes into the camera. The CF card eject button pops out. Top <PIC> CF card eject button Close the cover. Close the cover and slide it in the direction shown by the arrow until it snaps shut. Whenthe the shots remaining is displayed on the LCD panel. <PIC> Shots remaining <PIC> Removing the CF Card Open the cover. \u00b7Turn the $<\\widehat{\\mathbb{Q}^{\\flat}}\\gg$ switchto ${\ t{<}}0{\ t{F F}}{\ t{>}}$ \u25cf Check that the \”buSY\” message is not displayed on the LCD panel. \u25cf Make sure the access lamp is off, then open the cover. <PIC> Remove the CF card. \u00b7 Press the Eject button. The CF card will be ejected. \u00b7 Close the cover. <PIC> A blinking access lamp indicates that data is being read, written, or erased on the CF card or that data is being transferred. Never do the following while the access lamp is lit or blinking. Such actions may destroy the image data. It may also damage the CF card or camera. \u00b7 Shaking or banging the camera around. \u00b7 Open the CF card slot cover. \u00b7 Removing the battery. \u25cf If\”Err CF\” (Error CF) is displayed on the LCD panel, see page 114. \u25cf If you use a low-capacity CF card, it might not be able to record large images. \u25cf A Microdrive is vulnerable to vibration and physical shock. If you use a Microdrive, be careful not to subject the camera to vibration or physical shock especially while recording or displaying images."", [""Manual10_25"", ""Manual10_26"", ""Manual10_27"", ""Manual10_28"", ""Camera_16"", ""Camera_17""]"
285,"""Have you ever wondered how to remove the camera shutter button? Understanding this process can enhance your photography experience and allow for quick repairs!""",manual_qa,Manual10,相机 / Camera,installation,yes_teacher,"Manual10_30, Manual10_31",Manual10,teacher_image_manual,high,锁定 Manual10；检索 installation 章节；图片只从证据 chunk 附近选择,以 teacher_image_ids 作为A榜弱标签；B榜只允许同 manual、同章节附近图片,"""The shutter button is not a part you normally remove; the manual explains how to operate it. Press the shutter button halfway to activate autofocus and automatic exposure, then press it completely to take the picture. If you press it completely without first focusing halfway, or press all the way too quickly, the camera may take a moment before capturing the image. Pressing the shutter button can also return the camera instantly to shooting from playback or menu operation. <PIC> <PIC>"", [""Manual10_30"", ""Manual10_31""]"
286,"""How do I replace the camera's date/time battery?""",manual_qa,Manual10,相机 / Camera,charging_power,yes_teacher,"Manual10_46, Manual10_47, Manual10_48, Manual10_49",Manual10,teacher_image_manual,high,锁定 Manual10；检索 charging_power 章节；图片只从证据 chunk 附近选择,以 teacher_image_ids 作为A榜弱标签；B榜只允许同 manual、同章节附近图片,"""To replace the camera date/time backup battery, first turn the camera switch to OFF. Open the battery compartment cover and remove the main battery, then take out the date/time battery holder. Replace the battery in the holder with a new CR2016 lithium battery, making sure the + and - orientation is correct, and then close the cover. After replacement, set the date and time again because the setting will be reset. <PIC> <PIC> <PIC> <PIC>"", [""Manual10_46"", ""Manual10_47"", ""Manual10_48"", ""Manual10_49""]"
287,"""How to set an off-center subject mode of a camera?""",manual_qa,Manual10,相机 / Camera,startup_shutdown,yes_teacher,"Manual10_111, Manual10_112",Manual10,teacher_image_manual,high,锁定 Manual10；检索 startup_shutdown 章节；图片只从证据 chunk 附近选择,以 teacher_image_ids 作为A榜弱标签；B榜只允许同 manual、同章节附近图片,"""To focus on an off-center subject, use focus lock. Set the Mode Dial to a Creative Zone mode and select the desired AF point. Move that AF point over the subject and press the shutter button halfway to focus. Keep the shutter button pressed halfway while you recompose the picture as desired, then press the shutter button completely to take the photo. Focus lock works in One-Shot AF mode; it will not work in AI Servo AF, or when AI Focus has switched to Servo mode. <PIC> <PIC>, [""Manual10_111"", ""Manual10_112""]"""
288,"""Before taking photos, we need to know How to use the eyepiece cover of the camera?""",manual_qa,Manual10,相机 / Camera,installation,yes_teacher,Manual10_155,Manual10,teacher_image_manual,high,锁定 Manual10；检索 installation 章节；图片只从证据 chunk 附近选择,以 teacher_image_ids 作为A榜弱标签；B榜只允许同 manual、同章节附近图片,"""Using the Eyepiece Cover During self-timer or remote switch (optional) operation when your eye does not cover the viewfinder eyepiece, stray light may enter the eyepiece and affect the exposure when the image is captured. In such a case, use the eyepiece cover (p.17). Attaching the Eyepiece Cover. \u00b7Slide theeyepiece cover down into the eyepiece groove to attach it.<PIC>"", [""Manual10_155""]"
289,"""How do I select the AF Mode when before taking a picture?""",manual_qa,Manual10,相机 / Camera,startup_shutdown,yes_teacher,"Manual10_97, Manual10_98, Camera_31","Manual10, Camera",teacher_image_manual,high,锁定 Manual10；检索 startup_shutdown 章节；图片只从证据 chunk 附近选择,以 teacher_image_ids 作为A榜弱标签；B榜只允许同 manual、同章节附近图片,"""To select the camera AF mode before shooting, press the AF mode selection control and choose the autofocus operation that matches the subject. Use One-Shot AF for still subjects; focus locks when you press the shutter button halfway. Use AI Servo AF for moving subjects; the camera continues focusing while the shutter button is held halfway. AI Focus AF automatically switches from One-Shot to AI Servo if a still subject begins moving. In Basic Zone modes the AF mode is set automatically, while Creative Zone modes allow manual selection. <PIC> <PIC> <PIC>"", [""Manual10_97"", ""Manual10_98"", ""Camera_31""]"
290,"""How to set the camera model to \""P\"" model?""",manual_qa,Manual10,相机 / Camera,indicator_light,yes_teacher,Manual10_115,Manual10,teacher_image_manual,high,锁定 Manual10；检索 indicator_light 章节；图片只从证据 chunk 附近选择,以 teacher_image_ids 作为A榜弱标签；B榜只允许同 manual、同章节附近图片,"""To set the camera to P mode, turn the Mode Dial to “P” for Program AE. In this mode, the camera automatically sets the shutter speed and aperture to match the subject brightness, making it a general-purpose shooting mode similar to Full Auto but with more control. If you want to shift the program while keeping the same exposure, press the shutter button halfway and turn the main dial until the desired shutter speed or aperture value appears; program shift is canceled automatically after the picture is taken and cannot be used with flash. <PIC>, [""Manual10_115""]"""
