id,ret
262,"""Flushing the cooling system Cooling system flushing is essential to prevent the cooling system from clogging up with salt, sand, or dirt. (1) Connect the garden hose adapter to a garden hose. <PIC> 1 Garden hose adapter 2 Garden hose (2) Loosen the flush hose connector cap and remove it. Insert the garden hose adapter into the flush hose connector by pushing and twisting it until it is securely connected. <PIC> 1 Flush hose connector 2 Flush hose connector cap 3 Garden hose adapter (3) Connect the garden hose to a water tap. (4) Make sure that the area around the boat is clear, and then start the engine. Immediately after the engine starts, fully turn the water supply on so that water flows out continually from the jet thrust nozzle and cooling water pilot outlet. NOTICE: Never turn on the water before starting the engine. The water could flow back through the muffler into the crankcase causing severe engine damage. Be sure to turn on the water immediately after starting the engine to prevent engine overheating. (5) Run the engine at a fast idle for 3 to 5 minutes. If the engine stops while flushing, turn the water supply off immediately and perform the procedure again from step 4. (6) Turn off the water supply, and then drain residual water from the exhaust system by alternately pushing the remote control lever up to half throttle and back to idle for 10 to 15 seconds. (7) Stop the engine. NOTICE: Never have the water on when the engine is not running. The water could flow back through the muffler into the crankcase causing severe engine damage. Do not run the engine for more than 15 seconds after the water supply has been turned off to avoid engine overheating. (8) Remove the garden hose adapter.(9) Install and tighten the cap securely."", [""Manual09_257"", ""Manual09_258""]"
263,"""WARNING Do not use fuses of a higher amperage than recommended. Substitution with a fuse that has an improper rating can cause extensive electrical system damage and possible fire. If a fuse is blown, replace it with the proper fuse. To replace a fuse:(1) Open the engine hood. (See page 56.)(2) Unfasten the band. <PIC> 1 Band (3) Remove the fuse box from the air filter case by pulling the fuse box toward the bow. (4) While pushing both sides of the fuse box cover inward, pull the cover toward the bow and remove it. <PIC> 1 Fuse box cover <PIC> 1 Electronic throttle valve fuse 2 Fuel pump fuse 3 Main relay drive fuse 4 Main fuse 5 Fuse puller 6 Battery fuse 7 Spare fuse 8 Unused fuse (5) When replacing the accessory fuse and bilge pump fuse, remove the fuse holder. (Open the battery compartment to access the accessory fuse and bilge pump fuse. [See page 66.]) <PIC> 1 Fuse holder 2 Accessary fuse 3 Bilge pump fuse (6) Replace the blown fuse with the spare fuse of the correct amperage by using the fuse puller. Towing the boat Fuse amperage: Electronic throttle valve fuse: 10 A Fuel pump fuse: 10 A Main relay drive fuse: 10 A Main fuse: 20 A Battery fuse: 30 A Accessory fuse: 20 A Bilge pump fuse: 3 A (7) Install the fuse box cover.(8) If the accessory fuse or bilge pump fuse was replaced, install the fuse holder.(9) Install the fuse box to the air filter case.(10) Fasten the band.(11) Close the engine hood."", [""Manual09_281"", ""Manual09_282"", ""Manual09_283"", ""Manual09_284""]"
264,"""Engine oil level check. Keep the boat precisely level; if checking on land, supply water to the cooling-water passages while the engines are running, and if checking on water, moor the boat so it will not drift. Start the engine, run it at idle for 6 minutes or more, then stop it. Open the engine hood, remove the oil tank filler cap/dipstick, wipe the dipstick clean, screw it fully back in, and remove it again. <PIC> Confirm that the oil level is between the minimum and maximum marks. Add oil slowly if below minimum; consult a Yamaha dealer if it is significantly above maximum. Repeat for the other engine and close the engine hood. <PIC>"", [""Manual09_196"", ""Manual09_197""]"
265,"""Energy-saving mode. The coffee machine automatically enters power-off mode after 9 minutes of non-use. To turn it on again, press either the Espresso button or the Lungo button. <PIC> To turn the machine off manually before the automatic power-off time, press the Espresso and Lungo buttons at the same time. <PIC>"", [""Manual07_4"", ""Manual07_5""]"
266,"""Changing the default energy-saving setting. With the machine turned off, press and hold the Espresso button for 3 seconds; the Espresso button blinks to indicate the current setting. <PIC> Press the Espresso button once to select automatic power-off after 9 minutes. <PIC> Press it again to select automatic power-off after 30 minutes. <PIC> Press it once more to deactivate automatic power-off, then press and hold the Lungo button for 3 seconds to exit and save the setting. <PIC>"", [""Manual07_6"", ""Manual07_7"", ""Manual07_8"", ""Manual07_9""]"
267,"""Programming water volume. Turn the coffee machine on and wait until it is ready, with steady lights. <PIC> Fill the water tank with potable water, insert a capsule, and place a cup under the coffee outlet. <PIC> Press and hold the Espresso or Lungo button to start programming that cup size. <PIC> Release the button when the desired coffee volume has been served; the new water volume is stored for that button. <PIC>"", [""Manual07_24"", ""Manual07_25"", ""Manual07_26"", ""Manual07_27""]"
268,"""To empty the system before non-use, frost protection, or repair, press both Espresso and Lungo buttons to turn the machine off. <PIC> Remove the water tank and open the lever, then press both buttons for 3 seconds until both LEDs blink alternately. <PIC> Close the lever; the machine switches off automatically. <PIC> Empty and clean the used capsule container and drip tray. <PIC> The machine is blocked for 10 minutes after emptying mode. <PIC>"", [""Manual07_28"", ""Manual07_29"", ""Manual07_30"", ""Manual07_31"", ""Manual07_32""]"
269,"""To reset to factory settings, make sure the machine is turned off, then press and hold the Lungo button for 5 seconds. <PIC> The LEDs blink fast 3 times to confirm reset, then continue blinking normally during heat-up until steady lights show the machine is ready. <PIC> Factory settings are Espresso cup 40 ml, Lungo cup 110 ml, and power-off mode after 9 minutes. <PIC>"", [""Manual07_33"", ""Manual07_34"", ""Manual07_35""]"
270,"""For cleaning, unplug the machine and let it cool. <PIC> Never immerse the appliance or any part of it in water, do not use strong cleaning agents, solvents, sharp objects, brushes, abrasives, or a dishwasher. <PIC> Clean the coffee outlet regularly with a soft damp cloth, and remove the maintenance unit in separate pieces for easy cleaning."", [""Manual07_47"", ""Manual07_48""]"
271,"""Swim platform and ladder. The swim platform is the rear boarding/sitting area; stay away from it while the engines are running because exhaust gases can collect there. <PIC> To use the ladder stored under the swim platform, lift the end of the ladder to release it from the hooks, pull it out completely, and lower it. <PIC> To stow the ladder, raise it until horizontal, push it forward completely, and press the end back onto the hooks. <PIC>"", [""Manual09_168"", ""Manual09_169"", ""Manual09_170""]"
272,"""Livewell The livewell for holding live bait and fish is located on the starboard side of the boat at the stern. To open the livewell: Pull the latch to open the livewell lid. <PIC> 1 Livewell lid 2 Latch <PIC> 1 Livewell To supply water to the livewell: (1) Push the livewell switch to turn on the livewell pump and supply water. (2) When there is sufficient water in the livewell, push the livewell switch to turn off the livewell pump. (3) If necessary, push the aerator switch to aerate and circulate the water in the livewell. (See page 52.) <PIC> 1 Aerator switch 2 Livewell switch"", [""Manual09_153"", ""Manual09_154"", ""Manual09_155""]"
273,"""The maintenance setting screen shows the number of hours the engines have been running since the last maintenance. After maintenance is performed, reset the operating-hour counter by tapping the “Reset” button; when the confirmation message appears, tap “YES” to reset the hours. If you want to return without resetting, tap “NO.” <PIC>"", [""Manual09_83""]"
274,"""Factory reset screen This screen can be used to reset the settings to their factory default settings. <PIC> To reset the settings: (1) Tap the “Reset” button. <PIC> 1 “Reset” button (2) When the confirmation message appears, tap the “YES” button to reset the settings. TIP: To return to the factory reset screen without resetting the settings, tap the “NO” button. <PIC> 1 “YES” button"", [""Manual09_87"", ""Manual09_88"", ""Manual09_89""]"
275,"""Trip screen. The trip screen displays engine-operation hours, fuel consumption and other trip information. The screen includes the menu, scrollbar and Reset button. <PIC> The menu displays 4 items at one time, and you scroll through the menu items using the scrollbar. <PIC> Items marked with an asterisk cannot be reset. To reset one item, touch and hold that item for several seconds; to reset all resettable display items, tap the Reset button."", [""Manual09_69"", ""Manual09_70""]"
276,"""To make the boat move forward after the engines are started and the area is clear, move the remote control levers from neutral into the forward position. In forward, the shift gates are lifted all the way up and the jet thrust is directed to the rear, which moves the boat forward. Apply throttle gradually and keep watch for people or obstacles; the boat is jet-propelled, so steering response depends on jet thrust and will be weak if the levers are pulled back to idle. <PIC>"", [""Manual09_49""]"
277,"""Steering system checks Make sure the steering wheel is not loose. There should not be any free play, either inand-out or in rotation. Turn the steering wheel fully to the right and left to make sure operation is smooth and unrestricted throughout the whole range. <PIC> Make sure both the jet thrust nozzles change directions as the steering wheel is turned. The jet thrust nozzles should point to starboard (right) when the wheel is turned to the right. The jet thrust nozzles should point to port (left) when the wheel is turned to the left. There should not be free play between the steering wheel and the jet thrust nozzles. In addition, check that the direction of the articulating keel changes according to the movement of the jet thrust nozzles. <PIC> 1 Jet thrust nozzle 2 Articulating keel Remote control lever checks WARNING Do not touch the shift gates while the remote control levers are being operated, otherwise, you could be pinched. Operate the remote control levers several times to make sure that operation is smooth throughout the whole range. 1 Neutral position 2 TDE position 3 Forward position 4 Reverse position 5 Shift 6 Fully closed 7 Throttle 8 Fully open Check that the shift gates are slightly above the shift gate neutral position when the remote control levers are in the forward position, and that the shift gates are in the fully open position when the remote control levers are moved farther forward. Fully open position Check that the shift gates are in the fully closed position when the remote control levers are in the reverse position. Fully closed position 1 Shift gate"", [""Manual09_206"", ""Manual09_207""]"
278,"""Fire extinguisher storage/check. As an inboard boat less than 26 feet long, the boat must carry one 5-B (B-1) type fire extinguisher when navigating U.S. Coast Guard-controlled waters; most state and local boating laws also require a USCG-approved extinguisher whenever the boat is operated. <PIC> Make sure at least one extinguisher is aboard and full; two are recommended. Check the condition according to the extinguisher manufacturer's instructions. A fire extinguisher is not standard equipment, so obtain one from a boat dealer or fire-extinguisher dealer if needed. <PIC>"", [""Manual09_211"", ""Manual09_212""]"
279,"""For throttle-cable care, lubricate the moving parts with water-resistant grease. <PIC> Apply grease to the throttle-cable inner wires at the pulley wheel of the APS, and also grease the steering and shift cable ball joints and inner wires at the jet thrust nozzles as specified. <PIC>"", [""Manual09_263"", ""Manual09_264""]"
280,"""Recharging the Battery. Remove the battery cover first, then attach the battery to the charger by aligning the front edge with the mark and sliding it into place. For CG-580, flip out the charger prongs and insert them into a power outlet. <PIC> For CB-5L, connect the power cord to the charger and then to the power outlet; recharging starts automatically and the red lamp starts blinking. A completely exhausted BP-511A or BP-514 takes about 100 minutes, and BP-511 or BP-512 takes about 90 minutes. <PIC> The charger numbers and markings correspond to the charge-status table. <PIC> Do not recharge any battery pack other than Battery Pack BP-511A, BP-514, BP-511, or BP-512. When the camera is not being used for a prolonged period, remove the battery and attach the protective cover to prevent shorting. After the red lamp lights, continue charging for about one hour to attain a full charge. <PIC> You can attach the protective cover in different orientations to indicate whether the battery has been recharged. <PIC> After recharging, detach the battery and unplug the power cord. The charging time varies with ambient temperature and battery level; the battery can operate from 0°C to 40°C, but 10°C to 30°C is recommended for full performance. If operating time becomes sharply reduced even after normal recharging, replace the battery pack. <PIC>"", [""Manual10_10"", ""Manual10_11"", ""Manual10_12"", ""Manual10_13"", ""Manual10_14"", ""Manual10_15""]"
281,"""Installing the camera battery. Load a fully charged BP-511A battery pack. Open the battery compartment cover by sliding the lever in the arrow direction. <PIC> Insert the battery with the contacts facing downward, then push it in until it locks into place. <PIC> Close the cover by pressing it until it snaps shut. <PIC> If a depleted battery is already installed, remove it first by opening the cover and sliding the battery lock lever in the arrow direction before loading the charged battery."", [""Manual10_16"", ""Camera_09"", ""Camera_10""]"
282,"""Using a household power outlet. Use the optional AC Adapter Kit ACK-E2. First connect the DC Coupler plug to the AC adapter socket. <PIC> Connect the power cord to the AC adapter and insert the plug into a power outlet; when finished, disconnect the plug from the outlet. <PIC> Carefully place the cord in the groove without damaging it. <PIC> Open the battery compartment cover and DC Coupler cord notch cover, insert the DC Coupler until it locks, pass the cord through the notch, and close the cover. Do not connect or disconnect the power cord while the camera power switch is ON. <PIC>"", [""Camera_14"", ""Camera_15"", ""Manual10_19"", ""Manual10_20""]"
283,"""Mounting a lens. First remove the rear lens cap and the camera body cap by turning them in the direction shown. <PIC> Align an EF-S lens with the white EF-S lens mount index, or align any other EF lens with the red EF lens index mark, then turn the lens in the arrow direction until it clicks into place. <PIC> Set the lens focus mode switch to AF; if it is set to MF, autofocus will not be possible. Then remove the front lens cap. <PIC> When attaching the lens, take care to prevent dust from entering the camera through the lens mount."", [""Manual10_21"", ""Manual10_22"", ""Manual10_23""]"
284,"""Installing the CF card. Open the CF card slot cover by sliding it in the direction of the arrow. <PIC> Insert the CF card with the label side facing you and the end with the small holes going into the camera; if the card is inserted the wrong way, it may damage the camera. The CF card eject button will pop out when the card is inserted correctly. <PIC> Close the cover and slide it until it snaps shut. <PIC> When the power is turned on, the shots remaining will be displayed on the LCD panel. <PIC> Use a Type I or Type II CF card; the camera is also compatible with Microdrive and CF cards of 2 GB or higher capacity. During card access, do not shake the camera, open the CF card slot cover, or remove the battery."", [""Manual10_25"", ""Manual10_26"", ""Manual10_27"", ""Manual10_28""]"
285,"""The manual does not describe removing or disassembling the camera shutter button. It explains how to use the shutter button. The shutter button has two steps: pressing it halfway activates autofocus (AF) and automatic exposure (AE), and the shutter speed/aperture are displayed on the LCD panel and in the viewfinder. <PIC> Pressing it completely releases the shutter and takes the picture. <PIC> If you press it completely without first pressing halfway, or press halfway and then completely immediately, the camera may take a moment before taking the picture. To reduce camera shake, hold the camera steady and press the shutter button gently with your fingertip."", [""Manual10_30"", ""Manual10_31""]"
286,"""Replacing the date/time battery. Turn the camera power switch to OFF, open the battery compartment cover, and remove the main battery. <PIC> Take out the date/time battery holder. <PIC> Replace the battery in the holder with a new CR2016 lithium battery, making sure the + and - orientation is correct. <PIC> Reinstall the holder, close the cover, and set the correct date and time again because the date/time setting is reset after replacement. <PIC>"", [""Manual10_46"", ""Manual10_47"", ""Manual10_48"", ""Manual10_49""]"
287,"""Focusing an off-center subject. Use focus lock in One-Shot AF. Select a Creative Zone mode and the desired AF point, place that AF point over the subject, and press the shutter button halfway to focus. <PIC> Keep the shutter button pressed halfway while recomposing the picture, then press it completely to take the shot. Focus lock does not work in AI Servo AF or when AI Focus has switched to Servo mode. <PIC>"", [""Manual10_106"", ""Manual10_107""]"
288,"""Use the eyepiece cover during self-timer or remote switch operation when your eye does not cover the viewfinder, so stray light will not affect exposure. <PIC> Remove the eyecup by pushing it upward, then slide the eyepiece cover down into the eyepiece groove. <PIC>"", [""Manual10_154"", ""Manual10_155""]"
289,"""Selecting the AF Mode. The camera provides three AF modes: One-Shot AF for still subjects, AI Servo AF for moving subjects, and AI Focus AF, which switches from One-Shot AF to AI Servo AF automatically if a still subject starts moving. <PIC> To select the AF mode, press the AF-WB button and, while looking at the LCD panel, turn the Main Dial to choose ONE SHOT, AI FOCUS, or AI SERVO. <PIC> In Basic Zone modes the optimum AF mode is set automatically. If an optional Extender is attached and the maximum aperture of the lens is too small, AF will not be possible. For One-Shot AF, pressing the shutter button halfway activates autofocus once, the AF point that achieves focus flashes, and the focus confirmation light appears; if focus cannot be achieved, the confirmation light blinks and the picture cannot be taken until you recompose and focus again."", [""Camera_30"", ""Camera_31""]"
290,"""Program AE / P mode. Turn the Mode Dial to P to use Program AE; the camera automatically sets the shutter speed and aperture to suit the subject brightness. <PIC> Press the shutter button halfway to focus and check the display. <PIC> Compose and shoot; if the shutter speed and aperture blink, adjust the exposure conditions. <PIC> Program shift is available in P mode: after pressing the shutter button halfway, turn the Main Dial until the desired shutter speed or aperture value appears while keeping the same exposure. Program shift is canceled automatically after the picture is taken and cannot be used with flash. <PIC>"", [""Manual10_116"", ""Manual10_117"", ""Manual10_118"", ""Manual10_119""]"
291,"""Viewing images on a TV. Open the camera terminal cover and use the provided video cable to connect the camera's video terminal to the TV monitor VIDEO IN terminal; insert the cable plug fully. <PIC> Turn on the TV and switch it to Video IN, set the camera power switch to ON, and press the playback button. The image appears on the TV screen and nothing is displayed on the camera LCD monitor. After finishing, turn both devices off and disconnect the cable; if the image does not display correctly, set the correct video system format. <PIC>"", [""Manual10_182"", ""Manual10_183""]"
292,"""To delete a single image from your camera, first display the image you want to erase. <PIC> Then turn the dial to select the image to be erased, and press the button to display the erase menu at the bottom of the screen. <PIC> Finally, turn the dial to select [Erase] and press the button; the access lamp will blink and the image will be erased. If you want to erase other images, repeat the selection steps. <PIC> Note: Once an image is erased, it cannot be recovered. Make sure you no longer need the image before erasing it. To prevent important images from being erased accidentally, protect them."", [""Manual10_184"", ""Manual10_185"", ""Manual10_186""]"
293,"""Erasing all images. In playback mode, press the erase button to display the erase menu and turn the dial to select All. <PIC> Press SET/confirm; when the confirmation dialog appears, select OK and press SET again. <PIC> All unprotected images are erased. You can cancel while erasing by pressing the indicated button, but erased images cannot be recovered, so protect or transfer important images first. <PIC>"", [""Camera_58"", ""Camera_59"", ""Manual10_187""]"
294,"""CP Direct / Bubble Jet Direct printing. First set the camera communication setting to PTP, turn the camera off, and connect it to the compatible printer using the dedicated interface cable. <PIC> Set up the printer, turn the camera on, and play back the image to print; when the printer connection icon appears, open the print setting screen. <PIC> Choose the print style/options such as paper, borders or date as required. <PIC> Confirm the settings and select OK. <PIC> Press SET to start printing. <PIC> During printing, do not disconnect the cable; use a fully charged battery when the camera is battery-powered. <PIC>"", [""Manual10_206"", ""Manual10_207"", ""Manual10_208"", ""Manual10_209"", ""Manual10_210"", ""Manual10_211""]"
295,"""Custom Functions / fine-tuning camera behavior. Open the menu and select [Custom Functions (C.Fn)]. <PIC> Select the Custom Function number you want to change. <PIC> Choose the setting/description for that Custom Function, such as changing C.Fn-07 Flash firing from 0: Fires to 1: Does not fire, then confirm the setting. <PIC> To return Custom Functions to their defaults, use [Clear all Custom Functions] and select OK. <PIC>"", [""Manual10_228"", ""Camera_75"", ""Camera_76"", ""Manual10_229""]"
296,"""After opening the package, the main earphone components you should have are the active noise canceling truly wireless earphones themselves. <PIC> You will also find a multifunction button on each earbud. <PIC> The set includes a right earbud and a left earbud. <PIC> There are status LED indicators and battery level LED indicators on the earbuds and charging case. <PIC> Finally, the charging case has a battery level display button to check the case’s remaining power. <PIC>"", [""Manual12_0"", ""Manual12_1"", ""Manual12_2"", ""Manual12_3"", ""Manual12_4""]"
297,"""Charging Case Battery Level 1. To power the charging case, insert the USB-C cable into the charging port located at the back of the charging case. <PIC> 2. Insert the standard USB cable into any suitable USB port. <PIC> 3. The Battery Level LED Indicators will light up according to the battery capacity. <PIC> 4. You can see the case battery level at any time by pressing the button on the right hand side of the case. <PIC>"", [""earphones_04"", ""earphones_05"", ""earphones_06"", ""earphones_07""]"
298,"""Bluetooth pairing/connection scenarios. When the charging case is opened, the earbuds first connect to each other and then enter pairing mode. <PIC> When the earbuds are in the case or removed from it, the LEDs indicate charge or pairing/connection status. <PIC> On the phone, turn Bluetooth on and select the available earphones device; previously paired earbuds may reconnect automatically. For multipoint use, turn Bluetooth off on the first paired device, pair the earbuds to the second device, then turn Bluetooth back on for the first device. <PIC>"", [""Manual12_5"", ""Manual12_6"", ""Manual12_7""]"
299,"""The two main earphone control functions are music control and call control. For music playback, use the music-control button operations shown in the manual to play/pause, change tracks or adjust playback as indicated. <PIC> For phone calls, use the call-control operations to answer, end, reject or otherwise handle calls according to the call-control diagram. <PIC>"", [""Manual12_8"", ""Manual12_9""]"
300,"""Other earphone functions besides music and call control. Press and hold until the first beep to activate the phone voice assistant. <PIC> Press and hold in the same way to activate the music app, if supported. <PIC> Press the left earbud to switch Ambient Awareness and ANC modes. <PIC> Press and hold until the second beep to turn Low Latency Mode on or off. <PIC>"", [""earphones_01"", ""earphones_02"", ""earphones_03"", ""Manual12_10""]"
301,"""Resetting the earbuds. The earbuds must be disconnected from Bluetooth and removed from the case before resetting. For a factory reset, press and hold for 6 seconds; this erases all settings. <PIC> For a hardware reset, press and hold for 10 seconds to restart the earphones, then press again to power them on. <PIC> Hardware reset is only needed if the earbuds lock up or become unresponsive; flashing red and blue lights indicate the reset/connection state described in the manual."", [""Manual12_11"", ""Manual12_12""]"
302,"For maintenance and care, clean the earphones only with a soft cloth or paper towel, and do not use harsh chemicals or detergents. Make sure the earphones are dry before charging. When not in use, store them in a cool, dry place. Do not tug or yank on a cable connected to the charging case; connect and disconnect cables carefully. Avoid exposing the earphones to high temperatures or extreme cold, and recycle or dispose of them according to local rules. The manual also lists key specs such as IP55 sweat/dustproof rating, Bluetooth V5.2, 50 ft Bluetooth range, 60 mAh earbud battery capacity, 600 mAh charging case capacity, about 1 hour earbud charging time, 10 minutes fast charge for about 2 hours playtime, and about 9 hours playtime with up to 36 hours total using the case."
303,"""eReader button and interface layout. FRONT VIEW: [1] Home/ESC cancels a selection or exits to the previous interface; [2] Prev/Next Page opens the previous or next page; [3] Navigation/Menu is a four-way control button and menu/confirm key; [4] Zoom in/out changes JPEG zoom or eBook font size; [5] Rotate switches horizontal/vertical view; [15] TFT LCD Display Screen is the 7-inch display. <PIC> SIDE / BOTTOM INTERFACES: [6] 3.5 mm Earphone Jack connects earphones; [7] USB Port charges the device and connects to a computer for file transfer; [8] Micro SD card reader supports Micro SD/SDHC up to 16 GB; [10] Power button powers the device on/off after pressing 3–5 seconds; [13] Reset On/Off switch restores factory default if a minor problem occurs; [14] Speaker provides 0.5 W audio output. <PIC> NAVIGATION BUTTON VIEW: [9] Play/Pause starts or pauses music/recording; [11] Volume + increases volume; [12] Volume - decreases volume. <PIC>"", [""Manual13_0"", ""Manual13_1"", ""Manual13_2""]"
304,"""Main menu / Browser History. From the main menu, move the navigation keys to select the desired function or file category and press the M button to enter. <PIC> Browser History displays recently browsed files; move the navigation keys to select a book and press M to open it, and the device goes to the last page you read in that book. <PIC> Note: if a file on the Micro SD card has been deleted, its record may remain in Browser History, but it cannot be opened."", [""Manual13_3"", ""Manual13_4""]"
305,"""Page Jump, Save Mark, Load Mark, Del Mark, Browser Mode When in eBook mode, you can press “M” button to enter ”Page Jump”, ”Save Mark”, ”Load Mark”, ”Del Mark”, ”Browser Mode”, ”Flip Time”, ”Brightness”, ”Set color”. <PIC> Page Jump: Press the “M” key then select “page Jump”. Press the “M” button again then key in the desire page number and press “M” to go to that specific page. Bookmarks: This feature allow you to go to certain page of certain book by just selecting it from the bookmark list. Save a bookmark: When in eBook mode, press the ”M” button then select “ save mark” and press “M” again to add the current page as a bookmark. Load a Bookmark: When eBook mode, press ”M” button then select ”Load Mark ” and press “M” again to open the saved bookmark list. Select the desire bookmark and press “M” key. Delete a bookmark: When eBook mode, press the ”M” button then select ”Del mark”; a list of saved bookmark will pop out. Please select the one you wish to delete then press “M” key to confirm. Bookmark capacity : This device allow up to 8 saved bookmark. When it reach its limit, the newly saved bookmark will overwrite the oldest bookmark. Zoom: Press this key to change the font size. There are 3 different font size: Small, Medium and Large. Rotate: When in eBook mode, you can rotate the screen either horizontally or vertically for your convenience by pressing this rotate button. Browser Mode : There are two browser: ”Auto Mode” and “Manual Mode”. Flip Time: There are five flip time to select: 10Sec, 15Sec, 20Sec, 25Sec, 30Sec. Brightness: There are five level brightness to select, you can select the desire comfortable brightness. Set Color: There are five colors to select, you can select the comfortable color word to read."", [""eReader_08""]"
306,"""Music mode. Open the audio file list from the main menu, select the desired audio file, and press the M button to enter play mode. You can add audio files by connecting the eReader to a computer with the USB cable, then dragging and copying audio files into the device. The manual lists supported audio formats such as MP3 and WMA, and allows music playback while reading an eBook or browsing photos/menus. <PIC> During playback, use Up/Down or page keys to adjust volume, Play/Pause to pause or continue, hold the left/right direction keys to rewind or fast-forward, and press left/right briefly for previous or next audio file. Press M in Music mode to adjust Repeat Mode, Play Mode, EQ settings, and related music-play modes. <PIC>"", [""Manual13_7"", ""Manual13_8""]"
307,"""Voice Recording Select the ”Record” in the main menu, click ”M” button to enter the voice record mode. <PIC> How to start the Recording: Press the ”Play/Pause” button to start the recording, press it again to pause the recording, press the ”HOME” to stop the recording. After you done with the recording you will be prompted to ask if want to save into the device. Please select “YES” or “NOT” by pressing the “M” key. <PIC> Record Playback Function: 1. Go to main menu and select “Music”, press “M” to go to “Musci Menu”. 2. Select ”Record” and press the ”M” button to go to “Recorded” file list. 3. Select the desire recorded file then press “M” to start playback."", [""Manual13_11"", ""Manual13_12""]"
308,"""Video Go to “Video” and press “M” key to enter the Video mode. This device AVI, RMVB and MPEG2 video format. <PIC> Subtitle language: When in video playing mode. If subtitles are available from your video file, press the ”M” button then press Subtitle Language to make change. Select Time play: Press the ”M” button then select “time play”, you can change the time to play. Full screen: Press the ”M” button then select “Full Screen” to change the screen display. There are three mode: “Full screen”, “Normal” and “Original”. Brightness: There are five level of brightness, you can select the comfortable brightness."", [""Manual13_9""]"
309,"""Photo viewer. Yes, the eReader can display photos. Go to Photo and press the M button to enter Photo mode; the device supports JPEG and BMP image formats. <PIC> Use the left/right navigation keys for previous/next photo, press Play/Pause to rotate the photo counterclockwise, and use the zoom keys to zoom in or out. Large image files may take longer to rotate and load than small files."", [""Manual13_10""]"
310,"Troubleshooting for the eReader includes these common problems and solutions: If it cannot power on, charge the device until the power indicator bar is full; if it still fails, contact the manufacturer. If it cannot charge, check for a defective AC adaptor or USB cable and contact the manufacturer for replacement. If there is no sound or noise through earphones, adjust the volume, try another pair of earphones, and make sure the music file quality/compression rate is adequate. If files cannot be downloaded, check the USB cable, available memory, and whether the computer needs a USB 2.0 driver. If music files cannot play, the format or resolution may not be supported, so contact technical support."
311,"""Fax connection / telephone line safety. Place the product near a telephone wall jack and a standard grounded AC power outlet. For fax models, use caution when installing or modifying telephone lines; never handle telephone wiring during a thunderstorm and never install a telephone wall jack in a wet location. <PIC> The product may be safely connected to the telephone line with a standard modular jack, USOC RJ11C; the plug and jack used for premises wiring and the telephone network must comply with FCC Part 68/ACTA requirements. Before accessing the inside of the product, unplug the telephone line cord first, then unplug the power cord. <PIC>"", [""Manual15_2"", ""Manual15_3""]"
312,"""Fax safety precautions. For models with the fax function, follow basic telephone-equipment safety precautions to reduce the risk of fire, electric shock and injury: read and save all instructions. <PIC> Do not use the product near water or in wet locations, such as near a bathtub, wash bowl, kitchen sink, washing machine, wet basement or swimming pool. <PIC> Avoid using the product during a thunderstorm because there may be a remote risk of electric shock from lightning. <PIC> Do not use the product to report a gas leak in the vicinity of the leak. <PIC> Use only the power cord provided with the product, if it is included in the box. <PIC> Pay attention to the warning and caution symbols shown in the safety guide before using or servicing the fax. <PIC> Follow the safety markings and product labels rather than removing or ignoring them. <PIC> Keep the safety instructions for later reference. <PIC>"", [""fax_01"", ""fax_02"", ""fax_03"", ""fax_04"", ""fax_05"", ""fax_06"", ""fax_07"", ""Manual15_1""]"
313,"""Finger-safety cautions for the fax. Wait until pages have exited the product before picking them up; otherwise your fingers may be trapped inside the machine. Do not put your hand or foreign objects into the ink insertion slot. If the tray has been extended for large paper, position the product so the tray does not protrude past the edge of the desk or table. <PIC> To prevent injury, do not put your fingers in the illustrated areas of the product. <PIC> When changing the tray size from the large paper size back to the original size, do not pinch your fingers in the gaps or slots at the bottom of the tray. <PIC> On the listed MFC models, keep your fingers away from the additional illustrated pinch points. <PIC>"", [""Manual15_6"", ""Manual15_7"", ""Manual15_8"", ""Manual15_9""]"
314,"""Moving the fax. Before moving it, turn the product off, unplug the power cord and telephone/network cables, and remove loose items. <PIC> For larger models, at least two people should lift it: one holding the front and the other holding the back. <PIC> Carry it by sliding your hands into the handhold indentations on each side; do not carry it by holding the scanner cover, and keep the product level so ink does not spill. <PIC> When putting it down, be careful not to trap your fingers. <PIC>"", [""fax_08"", ""Manual15_10"", ""Manual15_11"", ""Manual15_12""]"
315,"""Yes. The caution and warning labels inside the fax/printer are important and must not be removed or damaged. They mark hazards such as moving parts, electrical shock, fire risk, finger-pinch areas and other product-specific safety precautions. <PIC> Keep all warnings and instructions marked on the product, and follow the labels during use, cleaning, maintenance, moving and paper-tray operation. <PIC>"", [""Manual15_14"", ""Manual15_15""]"
316,"Yes. For Canada, the manual includes an Industry Canada Compliance Statement: the device complies with Industry Canada licence-exempt RSSs and operates under two conditions: it may not cause interference, and it must accept any interference received, including interference that may cause undesired operation. For fax models, the manual also includes Canada-only equipment attachment limitations and REN information."
